OC	MC
Cɢəәr	gj+j
Cɢəәr	gj+j
Cɢəәr	gj+j
Cgaj aj)	gje
Cɢaj	gje
Nkaj	gje
gaj	gje
Nke 	gjie
kde 	gjie
kʰˤijʔ	khej
kʰˤijʔ	khej
kʰˤijʔ	khej
Cqʰəәʔ	khi
Cqʰəәjʔ	khj+j
Cqʰəәt	khj+
kʰajʔ	khje
kʰeʔ	khjie
kʰeʔ	khjie
kʰˤet	khej
kʰəәk	khi
kʰrəәt	khij
kʰəәp	khi
kr̥ əәp	khi
Cqʰəәp	khj+j
Cqʰəәp	khj+j
Cqʰat	khjej
Cqʰat	khje
kʰit	khjij
kʰit	khjij
tsʰˤəәj	tshej
qʰəәt	xj+j
Nkˤop	hea
kʰˤret	khea
kˤer	ken
kr̥ ˤem	khem
kʰˤin	khen
Cqʰran	khjen
kʰran	khjen
tsʰˤin	tshen
sn̥ ˤiŋ	tshen
sqʰam 	tshjem
sqʰam  	tshjem
tsʰar	tshjen
tsʰar	tshjen
tqan	tsyen
dzˤen 	dzen
dzom	dzjem
dzom	dzjem
dzom	dzjem
Ntsan	dzjen
Cgem	gjem
gom	gjem
gar	gjen
gran	gjen
səәlom	zjem
kʰenʔ	khjien
sqʰamʔ 	tshjem
tsʰenʔ	tshjen
kʰˤremʔ	kheam
kʰenʔ 	khjien
kʰom	khjom
tsʰam	tshjem
Cqʰaŋ	khjan
Nkaŋ	gjan
Nkaŋ	gjan
mkaŋʔ	gjan
gawk	gjak
Cqʰˤrew	khaew
kʰˤraw	khaew
Nkaw	gjew
gaw 	gjew
gaw	gjew
gew 	gjiew
gew 	gjiew
kʰˤruʔ	khaew
kʰˤewk	khew
tsʰAʔ	tshjae
kʰˤep	khe
kʰˤet	khe
kʰˤet	khe
kʰˤet	khe
tsʰˤet	tshe
tsʰˤit	tshe
tsʰap	tshje
kʰəәm	khim
tsʰim	tshim
tsʰim	tshim
tsʰin	tshin
tsʰrim	tsrhim
səәləәm 	dzim
dzin	dzin
Cɢəәm	gim
Cɢəәm	gim
Cɢəәm	gim
Cɢəәm	gim
grəәr	gin
griŋ	gin
Cɢəәr	gj+n
gəәr	gj+n
gəәr	gj+n
səәləәm	zim
Cqʰrəәrʔ	khin
Cqʰrəәrʔ	khin
tsʰimʔ	tshim
Cɢəәm	gim
Cqʰraŋ	khjaen
kʰeŋ 	khjien
kʷʰeŋ	khjwien
sr̥ ˤeŋ	tshen
tsʰeŋ	tshjen
Ntsʰeŋ	dzjen
dzeŋ	dzjen
mtsʰeŋ	dzjen
Cqʰˤeŋʔ	khen
kʷʰeŋʔ	khjwien
tsʰeŋʔ	tshjen
Cqʰˤeŋ	khen
Cqʰˤeŋ	khen
kʰˤeŋ	khen
kʰˤeŋ	khen
kʰraŋ	khjaen
tsʰeŋ	tshjen
guŋ	gjuwn
mguŋ	gjuwn
gʷeŋ	gjwien
kʷʰəә	khjuw
kʷʰəә	khjuw
tsʰu	tshjuw
tsʰiw	tshjuw
dzu	dzjuw
mtsu	dzjuw
gu	gjuw
gu	gjuw
gu	gjuw
gʷəә	gjuw
gu	gjuw
tsu	tsjuw
sNru	zjuw
səәlu	zjuw
kʰap	khjae
kʰok	khjowk
kʰo	khju
Nəәkʰut	khju
kʰut	khju
tsʰa	tshjo
tsʰro	tsrhju
ga	gjo
go	gju
go	gju
gʷa	gju
kʷa	kju
tsʰoʔ	tshju
kʰaʔ	khjo
kʰap	khjo
km̥  ˤik 	khwek
tsʰoʔ	tshju
tsʰoʔ	tshju
tsʰoʔ	tshju
dzon	dzjwen
sNɢʷar 	dzjwen
Nkron	gjwen
gʷrar	gjwen
gʷren	gjwen
gʷren	gjwen
kʷʰˤenʔ	khwen
Cqʷʰar	khjwon
Nəәkʷʰˤet	khwe
kʰˤrawk	khaewk
kʰˤrok	khaewk
kʰak	khjak
kʰak	khjak
kʷʰat	khjwo
kʷʰˤit	khwe
tsʰak	tshjak
tsewk	tsjak
kʰrun	khwin
tsʰur	tshwin
gur	gjun
gur	gjun
gur	gjun
nam	nyem
Cnan	nyen
Cnan	nyen
nan	nyen
Cnamʔ	nyem
narʔ	nyen
naŋ	nyan
naŋ	nyan
naŋʔ	nyan
naŋʔ	nyan
naŋ	nyan
ŋew 	nyew
ŋew 	nyew
ŋew  	nyew
ŋewʔ 	nyew
ŋewʔ 	nyew
Cnat 	nye
nəәm	nyim
niŋ	nyin
niŋ	nyin
nəәmʔ 	nyim
nimʔ	nyim
nəәnʔ	nyin
nəәnʔ	nyin
nəәm	nrim
nəәm	nyim
nəәmʔ	nyim
nəәmʔ	nyim
nəәmʔ	nyim
nəәm	nyim
nəәmʔ	nyim
nəәn	nyin
nəәn	nyin
nəәr	nyin
nəәŋ	nyin
Cnik	nyi
nik	nyi
Nqʷreŋ	hjwaen
Nqʷreŋ	hjwaen
ɢʷreŋ	hjwaen
ɢʷˤreŋ	hwean
nuŋ	nyuwn
nuŋ	nyuwn
nuŋ 	nyuwn
ɢoŋ	yown
ɢoŋ	yown
ɢoŋ	yown
ɢoŋ	yown
luŋ 	yuwn
mrum 	yuwn
mrum 	yuwn
mrum 	yuwn
nu	nyuw
knuk	nyuwk
na	nyo
na	nyo
na	nyo
naʔ	nyo
na	nyo
naʔ	nyo
no	nyu
no	nyu
naʔ	nyo
nok	nyowk
noʔ	nyu
nup	nyi
na	nyo
nok	nyowk
nok	nyowk
no	nyu
nuj	nywij
dor	dzywe
lot	ywej
nun	nywin
nak	nyak
nak	nyak
newk	nyak
not	nywe
not	nywe
Cəәsəәrʔ	srea
Cəәsəәrʔ 	srea
sreʔ 	srea
Cəәsəәrʔ 	srea
sre	srea
Cəәsəәrʔ	srje
sˤat	sa
sˤəәk	soj
sˤəәk	soj
srum 	sam
srum 	sam
srum 	sam
sˤanʔ	san
sˤarʔ	san
məәˤanʔ	san
sˤaŋ	san
smˤaŋ	san
sˤaŋʔ	san
smˤaŋ	san
msˤaw	saw
msˤaw	saw
sˤu	saw
stsˤu	saw
Csˤawʔ	saw
sˤəәk	sok
srəәk	srik
srəәk	srik
srəәk	srik
smrit	sri
srəәm	srim
sr̥ əәm	tsrhim
sˤraj	srae
sat	srea
srap	srae
srop	srea
srop	srje
Cəәsre	srje
sat	sreaj
sˤram	sraem
sram	sraem
sˤran	sraen
sran	srean
sŋrar	srean
stem	syem
stan	syen
stan	syen
stan	syen
dam	dzyem
danʔ	dzyen
danʔ	dzyen
genʔ	dzyen
dan	dzyen
dar	dzyen
genʔ	dzyen
stem	syem
l̥ ar	syen
l̥ aŋ	syan
l̥ aŋ	syan
l̥ aŋ	syan
l̥ aŋ	syan
staŋ	syan
staŋ	syan
staŋ	syan
n̥ aŋʔ	syan
staŋʔ	syan
Cəәdaŋʔ	dzyan
mdaŋʔ	dzyan
daŋ	dzyan
daŋ	dzyan
daŋʔ	dzyan
n̥ aŋ	syan
n̥ aŋ	syan
sˤew	sew
srew	sraew
ŋ̊ ew	syew
mtewk	dzyak
mtewk	dzyak
stewʔ	syew
dawʔ	dzyew
daw	dzyew
srew	sraew
sˤrewk	sraew
stewʔ	syew
l̥ A	syae
l̥ A	syae
stʰA	syae
Ntet	dzye
CəәlAj	zyae
məәlat	zye
l̥ Aʔ	syae
l̥ Aʔ	syae
mtʰAʔ	dzyae
l̥ Ak 	syae
l̥ Ak	syae
kəәn̥ ep	sye
l̥ ap	sye
ŋ̊ et	sye
CəәlAk	zyae
CəәlAk	zyek
srum 	srim
səәr	srin
srin	srin
srəәr	srin
l̥ əәm	syim
l̥ əәm	syim
l̥ in	syin
l̥ in	syin
l̥ in	syin
l̥ in	syin
n̥ iŋ	syin
stəәr	syin
təәr	tsyin
Cəәlin	zyin
stəәmʔ	syim
n̥ imʔ	syim
stʰəәmʔ	syim
n̥ əәrʔ	syin
tʰəәmʔ	tsyhim
tɢəәmʔ	dzyim
tɢəәmʔ	dzyim
Cəәginʔ	dzyin
dəәrʔ	dzyin
din	dzyin
srəәmʔ	srim
səәdəәmʔ	zyim
sreŋ	sraen
sreŋ 	sraen
sreŋ	sraen
sreŋ 	srjaen
l̥ əәŋ	syin
stəәŋ	syin
stəәŋ	syin
stəәŋ	syin
l̥ eŋ	syen
Cəәmrəәŋ	zyin
deŋ	dzyen
l̥ əәŋ	syin
l̥ eŋ	syen
Cəәləәŋ	zyin
Cəәləәŋ	zyin
Cəәləәŋ	zyin
srij	srij
srij	srij
srik	sri
stəә	syi
l̥̥ əәj	syij
l̥̥ əәj	syij
skij	syij
qʰip	syi
sqʰip	syi
l̥ it	syi
l̥ aj	sye
dəә 	dzyi
dəәp	dzyi
tgəәp	dzyi
tgəәp	dzyi
dAk	dzyek
stəәk	syik
məәləәk	zyik
məәləәk	zyik
məәlit	zyi
srəәʔ	sri
srəәʔ	sri
srəәʔ	sri
l̥ əәʔ	syi
qʰijʔ	syij
qʰijʔ	syij
l̥ ijʔ	syij
l̥ ajʔ	sye
mrəәʔ	dzri
mrəәʔ	dzri
mrəәʔ	dzri
dzrijʔ 	dzrij
Cdəәʔ	dzyi
dəәʔ	dzyi
dəәʔ	dzyi
gijʔ	dzyij
gij	dzyij
gijʔ	dzyij
deʔ	dzye
kdeʔ	dzye
dat	dzyej
det	dzyej
dat	dzyej
det	dzyej
qʰAk	syek
l̥ əәk	syi
l̥ əәk	syi
l̥ əәk	syik
l̥ əәk	syik
l̥ əәk	syik
l̥ əәk	syik
stit	syi
l̥ ap	syej
l̥ ap	syej
ŋ̊ et	syej
ŋ̊ et	syej
l̥ Ak	syek
qʰAk	syek
l̥ Ak	syek
l̥ Ak	syek
l̥ Ak	syek
stek	syek
stek	syek
təәk	tsyik
tek	tsyek
qʰəәk	xik
sgijʔ	zyij
Cəәleʔ	zye
Cəәleʔ	zye
skiw	syuw
l̥ uʔ	syuw
n̥ uʔ	syuw
stuʔ	syuw
l̥ uʔ	syuw
Ntuʔ	dzyuw
duʔ	dzyuw
Ntuʔ	dzyuw
duʔ	dzyuw
sru	srjuw
stuʔ	syuw
stuʔ	syuw
stʰu	syuw
qˤo	uw
do	dzyu
do	dzyu
diwk	dzyuwk
liwk	dzyuwk
sra	srjo
sra	srjo
sra	srjo
sra	srjo
sra	srjo
l̥ a	syo
l̥ a	syo
sta	syo
l̥ o	syu
stuk	syuwk
stiwk	syuwk
stiwk	syuwk
stuk	syuwk
r̥ a	trhjo
tqʰo	tsyhu
Cəәlaʔ	zyo
Cəәlaʔ	zyo
duk	dzyuwk
duk	dzyuwk
Cəәlok	zyowk
mlut 	zywi
mtaʔ	dzyo
Ntok	dzyowk
dok	dzyowk
sroʔ	srju
l̥ aʔ	syo
l̥ aʔ	syo
stʰaʔ	syo
stʰaʔ	syo
doʔ	dzyu
mtoʔ	dzyu
mtoʔ	dzyu
mtoʔ	dzyu
sroʔ	srju
srok	srjuw
n̥ a	syo
stak	syo
stʰok	syowk
n̥ o	syu
Cəәlut	zywi
Cəәlut	zywi
Cəәlut	zywi
srot 	srjwe
srot	srwae
sruj	srwij
srut	srwij
srut	srwij
srut	srwi
srut	srwi
sroŋ	sraewn
sraŋ	srjan
duj	dzywij
sturʔ 	sywij
doj	dzywe
l̥ ot	sywej
l̥ ot	sywej
l̥ ot	sywej
sl̥ ot	tshjwej
Cəәlunʔ	zywin
stun	sywin
Cəәlun	zywin
l̥ ot	sywe
dAk	dzyek
srok	sraewk
sŋrak	sraewk
r̥ ewk 	syak
r̥ ewk 	syak
r̥ ewk 	syak
sˤe	sej
səә	si
səә	si
sləә	si
səәj	sij
se	sje
se	sje
sle	sje
ser	sje
se	sje
sijʔ	sij
sləәp	sij
slij	sij
slij	sij
sɢəәʔ	zi
sɢəәʔ	zi
sɢəәʔ	zi
səәləәʔ	zi
səәləәʔ	zi
sdəәʔ	zi
smləәk	zi
smləәk	zi
smləәk	zi
səәləә	zi
sɢijʔ	zij
sɢrəәʔ	zri
sɢrəәʔ	zri
suŋ	sjuwn
suŋ	sjuwn
səәɢoŋ	zjown
sˤuŋ	sown
sˤoŋ	suwn
sɢoŋ	zjown
sɢoŋ	zjown
səәloŋ	zjown
sru	srjuw
sruʔ 	suw
sruʔ	suw
sruʔ	suw
sˤok	suw
sŋˤa	su
sŋˤa	su
sɢok	zjowk
sok	sjowk
suk	sjuwk
suk	sjuwk
siwk	sjuwk
siwk	sjuwk
siwk	sjuwk
siwk	sjuwk
siwk	sjuwk
sˤak	su
sŋˤak	su
sŋˤak	su
sŋˤak	su
sŋˤak	su
sŋˤak	su
sŋˤak	su
sˤok	suwk
sˤok	suwk
sˤor	swan
sˤor	swan
sˤorʔ	swan
sˤorʔ	swan
sqʷij	swij
lˤojʔ	dwa
lˤojʔ	dwa
snuj	swij
səәloj	zjwe
səәloj	zjwe
slojʔ	sjwe
sloj	sjwe
mtsut	dzwi
sloj	sjwe
sqʷʰat	sjwej
slut	swij
stsut	swij
stsʰˤut	swoj
sɢʷit	zwij
sɢʷit	zwij
sɢʷit	zwij
səәlut	zwij
səәlut	zwij
səәlut	zwij
sˤun	swon
sˤur	swon
surʔ	swin
sqʷinʔ	swin
sqʷˤəәnʔ	swon
sˤaj	sa
sruk	srjuwk
sˤoj	swa
sˤak	sak
sˤak	sak
sqʰaʔ	srjo
sˤojʔ	swa
sˤojʔ	swa
sˤojʔ	swa
sˤojʔ	swa
qʰaʔ	xu
l̥ ˤaj	tha
l̥ ˤaj 	tha
r̥ ˤat	tha
mr̥ ˤat	trhae
lˤap	da
mrˤəәp	do
mrˤəәp	do
mrˤəәp	do
l̥ ˤat	tha
l̥ ˤəә	thoj
lˤəә	doj
l̥ ˤat	thaj
l̥ ˤat	thaj
n̥ ˤəә	thoj
n̥ ˤar	than
n̥ ˤar 	than
tʰˤar	than
tʰˤar	than
tʰˤar	than
l̥ ˤəәm	thom
r̥ ˤəәm	thom
lˤom	dam
Cəәdˤar	dan
dˤan	dan
dˤar	dan
Nrˤom	dom
lˤəәm	dom
tʰˤanʔ	than
l̥ ˤəәmʔ	thom
tʰˤan	than
n̥ ˤar	than
l̥ ˤaŋ	than
r̥ ˤaŋ	than
r̥ ˤaŋ	than
r̥ ˤaŋ	than
tʰˤaŋ	than
Clˤaŋ 	dan
Clˤaŋ 	dan
Nrˤaŋ	dan
Nrˤaŋ	dan
Nrˤaŋ	dan
dˤaŋ	dan
mrˤaŋ 	dan
tʰˤaŋʔ	than
tʰˤaŋʔ	than
tʰˤaw	thaw
l̥ ˤu	thaw
Clˤaw	daw
dˤaw	daw
lˤu	daw
lˤaw	daw
tʰˤuʔ	thaw
dˤəәk	dok
dˤəәk	dok
l̥ ˤəәk	thok
n̥ ˤəәk	thok
lˤəәŋ	don
lˤəәŋ	don
l̥ ˤəәj 	thej
l̥ ˤəәj	thej
l̥ ˤek	thek
Clˤe	dej
Clˤe	dej
dˤe	dej
lˤəәj	dej
r̥ ˤijʔ	thej
tˤit 	tej
l̥ ˤəәjʔ	thej
l̥ ˤəәj	thej
l̥ ˤəәjʔ	thej
l̥ ˤek	thej
l̥ ˤij	thej
n̥ ˤit	thej
l̥ ˤek	thek
l̥ ˤim	them
l̥ ˤin	then
l̥ ˤəәn	then
dˤin	den
lˤiŋ	den
lˤiŋ	den
dˤəәnʔ	den
l̥ ˤimʔ	them
l̥ ˤimʔ	them
l̥ ˤimʔ	them
tʰˤəәnʔ	then
l̥ ˤew	thew
dˤiw	dew
lˤiw	dew
lˤiw	dew
lˤewʔ	dew
lˤewʔ	dew
lˤew	dew
l̥ ˤew	thew
tʰˤep	the
tʰˤep	the
l̥ ˤik	the
tʰˤəәt	the
l̥ ˤeŋ	then
tʰˤeŋ	then
Cəәdˤeŋ 	den
lˤeŋ	den
mtˤeŋ	den
l̥ ˤeŋʔ	then
l̥ ˤeŋʔ	then
tʰˤeŋʔ	then
l̥ ˤeŋ	then
l̥ ˤoŋ	thuwn
Nrˤum 	down
dˤoŋ	duwn
lˤoŋ	duwn
lˤoŋ	duwn
lˤoŋ	duwn
l̥ ˤoŋʔ	thuwn
dˤoŋʔ	duwn
l̥ ˤoŋ	thuwn
l̥ ˤo	thuw
dˤo	duw
mtˤo	duw
mtʰˤut	dwo
tʰˤok	thuwk
tʰˤut	thwo
dˤa	du
dˤa	du
dˤa	du
dˤa	du
lˤa	du
lˤa	du
lˤa	du
lˤa	du
lˤut	dwo
l̥ ˤa	thu
tʰˤaʔ	thu
tʰˤaʔ	thu
l̥ ˤa	thu
tʰˤaʔ	thu
tʰˤor	thwan
Cdˤon	dwan
dˤon	dwan
tʰˤonʔ	thwan
l̥ ˤor	thwan
tʰˤuj	thwoj
Nrˤuj	dwoj
l̥ ˤot	thwaj
n̥ ˤup	thwoj
l̥ ˤəәn	thon
tʰˤur	thwoj
tʰˤur	thwon
tʰˤur	thwon
dˤun	dwon
dˤəәn 	dwon
lˤun	dwon
lˤun	dwon
lˤot	dwaj
lˤot	dwa
l̥ ˤaj	tha
l̥ ˤaj	tha
tʰˤak	thak
l̥ ˤot	thwa
məәl̥ ˤot	thwa
dˤar	da
dˤar	da
lˤaj	da
lˤaj	da
dˤar	dan
tˤer	ten
tʰˤak	thak
l̥ ˤojʔ	thwa
l̥ ˤojʔ	thwa
n̥ ˤojʔ	thwa
qʷˤra	wae
qʷˤra	wae
qʷˤre 	wae
qʷˤre	wea
qʷˤre	wea
mqʷˤre 	hwae
mqʷˤre	hwea
Cŋʷˤrajʔ	ngwae
Cmat	mjo
kʷˤrajʔ	kwae
ŋʷˤat	ngwaj
ɢʷˤar	hwan
ɢʷˤar	hwan
ɢˤon	hwan
ɦʷˤar 	hwan
ʔonʔ	jwon
ʔorʔ	jwon
ʔorʔ	jwon
morʔ	mjon
Cman	mjon
Cman	mjon
ŋˤon	ngwan
ŋˤon	ngwan
qʷˤaŋ	wan
qʷˤaŋ	wan
ɢʷaŋ	hjwan
maŋ	mjan
maŋ	mjan
qʷaŋʔ	jwan
ɢʷaŋʔ	hjwan
maŋʔ 	mjan
maŋʔ 	mjan
maŋʔ	mjan
maŋʔ 	mjan
ɢʷaŋʔ	hjwan
ɢʷaŋ	hjwan
ɢʷaŋʔ	hjwan
maŋ	mjan
maŋ	mjan
maŋ	mjan
maŋ	mjan
ʔuj	jw+j
qoj	jwe
ʔˤruj	weaj
ʔˤuj	woj
məәj	mj+j
Nqʰuj	ngjw+j
ŋoj	ngjwe
ɢʷəәj	hjw+j
ɢʷəәj	hjw+j
ɢʷəәj	hjw+j
ɢʷəәj	hjw+j
ɢʷaj	hjwe
ɢʷrij	hwij
Nqʰuj	ngjw+j
Nqʰˤuj	ngwoj
Nqʰˤujʔ	ngwoj
ɢuj	ywij
ɢʷij 	ywij
ɢʷij	ywij
ɢʷij 	ywij
qojʔ	jwe
qojʔ	jwe
qorʔ	jwe
qʷarʔ	jwe
ɢʷəәjʔ	hjw+j
ɢʷəәjʔ	hjw+j
ɢʷrəәʔ	hwij
ɢʷrəәʔ	hwij
məәjʔ	mj+j
məәrʔ	mj+j
Nɢʷaj	ngjwe
mɢʷaj	ngjwe
nroj	nrjwe
ʔuj	jw+j
ʔut	jw+j
ʔut	jw+j
ʔut	jw+j
ɢʷəәt	hjw+j
ɢʷəәt	hjw+j
ɢʷəәt	hjw+j
ɢʷaj	hjwe
ɢʷat	hjwej
ɢʷrəәp 	hwij
məәt	mj+j
məәt	mj+j
məәt	mj+j
Nqʰuj	ngjw+j
ɢuj	ywij
ʔˤun	won
ʔˤun	won
Cməәr	mjun
Cməәr	mjun
mun	mjun
məәn	mjun
ŋˤəәnʔ	ngon
Cmun	mjun
qˤoŋ	uwn
qˤoŋ	uwn
qˤoŋ	uwn
krˤoj 	kwae
ŋˤajʔ	nga
qˤrok 	aewk
qʷˤrak	waek
ŋˤoj	ngwa
ʔˤa	u
ʔˤa	u
qʷˤa	u
qʷˤa	u
qˤa	u
ʔˤa	u
qˤok 	uwk
Cmo	mju
mo	mju
ma	mju
ma	mju
ma	mju
ma	mju
mo	mju
mo	mju
ŋʷˤa	ngu
ŋˤa	ngu
kmaʔ	mju
kmaʔ	mju
maʔ	mju
moʔ	mju
Cŋˤaʔ	ngu
Cŋˤaʔ	ngu
mqʰˤaʔ	ngu
mqʰˤaʔ	ngu
ʔˤak	u
kəәmok	mju
mo	mju
Cmut	mju
mut	mju
mut	mju
muʔ uʔ)	muw
ŋʷˤa	ngu
ŋˤa	ngu
ŋˤa	ngu
ŋˤak	ngu
ŋˤak	ngu
ŋˤak	ngu
ŋˤut	ngwo
gˤe 	hej
gˤe	hej
gˤe	hej
gˤe	hej
kʰˤe	khej
kʰˤe	khej
slˤəәj	sej
snˤəәr	sej
snˤəәr	sej
slˤəәj	sej
sˤek	sek
sˤek	sek
slˤek	sek
slˤek	sek
səәk	sik
səәk	sik
səәk	sik
sit	si
stsik	si
sAk	sjek
sAk	sjek
srit	sri
qʰəә	xi
qʰəә	xi
qʰəәp	xi
qʰəәp	xi
qʰəәp	xi
qʰəәj	xj+j
qʰəәj	xj+j
ŋ̊ aj	xje
ŋ̊ aj	xje
ŋ̊ ar	xje
qʰij 	xjij
qʷʰe	xjwie
sɢAk	zjek
gˤe	hej
sNqip	zi
sɢʷəәp	zi
səәləәp	zi
səәləәp	zi
smtAk	zjek
sˤəәrʔ	sej
sˤəәrʔ	sej
sləәʔ	si
sajʔ	sje
snerʔ	sje
Cəәsəәrʔ	srje
sreʔ	srje
qʰəәʔ	xi
qʰəәjʔ	xj+j
qʰəәjʔ	xj+j
mkˤek	hej
mkˤek	hej
kˤek	kej
kʰrak	khjaek
kʰrak	khjaek
kʰrak	khjaek
kʰrak	khjaek
sˤe	sej
sqʰAk	sjek
sqʰAk	sjek
sqʰak 	tshjak
ŋ̊ ˤek	xek
qʰəәt	xij
qʰəәt	xij
qʰəәp	xij
qʰəәp	xi
qʰəәp	xi
qʰəәt	xj+j
qʰəәt	xj+j
qʰəәt	xj+j
qʰəәt	xj+j
qʰrak	xjaek
ŋ̊ ar	xje
gˤra	hae
gˤra	hae
gˤra	hae
gˤra	hae
gˤrap	hae
gˤrap	hae
gˤrap	hae
gˤrat	hae
gˤrat	hae
Nkˤep	hea
Nkˤep	hea
gˤrit	hea
gˤraʔ	hae
gˤraʔ	hae
ɢˤraʔ	hae
gˤraʔ	hae
gˤra	hae
gˤra	hae
gˤraʔ 	hae
mgˤraʔ	hae
qʰˤak	xae
sˤer	sen
sˤəәr	sen
sqʰam	sjem
sar	sjen
sar	sjen
sar	sjen
sar	sjen
l̥ ˤin 	xen
gˤram	haem
Cəәgˤrom	heam
gˤrəәm	heam
Nkˤren	hean
Nkˤren	hean
gˤran	hean
gˤran	hean
gˤran	hean
mkˤen	hean
Nkˤem	hem
gˤin	hen
ɢˤin	hen
sNqar	zjen
sNqar	zjen
sˤəәrʔ	sej
sˤəәrʔ	sen
serʔ	sjen
snerʔ	sjen
snerʔ	sjen
qʰˤenʔ	xen
qʰramʔ	xjaem
qʰramʔ	xjem
ɢˤromʔ	heam
ɢˤromʔ	heam
gˤrəәnʔ	hean
Nkˤenʔ	hen
Nkˤen	hen
Nkˤen	hen
mkˤen	hen
Cəәgʷˤen	hwen
sŋˤar	sa
sˤer	sen
sˤer	sen
sˤəәr	sen
qʰar 	xjon
ŋ̊ ar	xjon
sNqar	zjen
sɢan	zjen
Csaŋ	sjan
saŋ	sjan
snaŋ	sjan
snaŋ	sjan
snaŋ	sjan
qʰaŋ	xjan
qʰaŋ	xjan
qʰaŋ	xjan
qʰaŋ	xjan
qʰaŋ	xjan
mkˤruŋ  	haewn
mkˤruŋ  	haewn
sɢaŋ	zjan
sɢaŋ	zjan
sɢaŋ	zjan
sɢaŋ	zjan
saŋʔ	sjan
n̥ aŋ	syan
n̥ aŋʔ	syan
n̥ aŋ	syan
qʰˤraŋ 	xaen
qʰaŋʔ	xjan
qʰaŋʔ	xjan
n̥ aŋʔ 	xjan
qʰaŋʔ	xjan
qʰaŋʔ	xjan
qʰaŋʔ	xjan
gˤroŋʔ	haewn
Cgˤroŋ	haewn
saŋ	sjan
n̥ aŋ	xjan
n̥ aŋʔ 	xjan
qʰaŋ	xjan
qʰaŋ	xjan
sdaŋʔ	zjan
sdaŋʔ	zjan
sdaŋʔ	zjan
ɢʷaw	hjew
sˤiw	sew
sˤiw	sew
sˤiw	sew
sewk	sjak
sew	sjew
sew	sjew
sew	sjew
sew	sjew
sew	sjew
sewʔ	sjew
qʰˤewʔ	xew
mkˤraw	haew
mkˤruk	haew
sˤiw	sew
slaw	sjew
sew	sjew
sewk	sjew
qʰˤuʔ	xaew
sqˤet	se
qʰat	xjo
gˤre 	hea
gˤre 	hea
ɢˤep	he
ɢˤep	he
mkˤep 	he
mkˤit	he
kˤrij	keaj
Skˤep	tse
qʰep	xjae
səәɢA	zjae
sqʰAʔ	sjae
sqʰAʔ	sjae
sqʰAʔ	sjae
Nkˤreʔ	hea
Nkˤreʔ	hea
mkˤreʔ	hea
gˤre	hea
mkˤrəәk	heaj
slˤep	se
sqʰˤip	se
slˤit	se
sqʰA	sjae
slat	sje
slat	sje
sŋet	sje
lat	yej
səәlAk	zjae
səәm	sim
sin	sin
sin	sin
stsʰin	sin
sin	sin
qʰˤeŋ	xen
qʰəәm	xim
qʰəәr	xj+n
qʰəәr	xj+n
srəәmʔ	sim
səәr	sin
sniŋ	sin
m̥  rəәr	xin
m̥  rəәr	xin
stsʰˤeŋ	sen
qʰəәŋ	xin
Cəәgˤraŋ	haen
gˤraŋ	haen
gˤeŋ	hen
gˤeŋ	hen
ɢˤeŋ	hen
ɢˤeŋ	hen
ɢˤeŋ	hen
ɢˤeŋ	hen
stsʰˤeŋʔ	sen
seŋʔ	sjen
Cgˤraŋʔ	haen
gˤraŋʔ	haen
gˤreŋʔ	hean
seŋ	sjen
seŋ	sjen
qʰoŋ	xjown
qʰoŋ	xjown
m̥  raŋ	xjwaen
Cɢʷəәm	hjuwn
ɢʷəәŋ	hjuwn
sliw	sjuw
sliw	sjuw
snu	sjuw
qʰu	xjuw
qʰu	xjuw
qʰu	xjuw
qʰuʔ	xjuw
slu	sjuw
siw	sjuw
suk	sjuw
qʰu	xjuw
səәlu	zjuw
Cqʰa	khjo
Cqʰa	khjo
Csno	sju
Csno	sju
so	sju
sno	sju
smit	swi
qʰa	xjo
qʷʰa	xju
qʷʰa	xju
səәla	zjo
səәla	zjo
sraʔ 	sjo
qʰaʔ	xjo
qʰaʔ	xjo
sˤij	sej
sna	sjo
smit	swi
slut	swi
qʰuk	trhjuwk
qʰok	xjowk
qʰuk	xjuw
qʰuk	xjuwk
qʰuk	xjuwk
qʰuk	xjuwk
qʰuk	xjuwk
m̥  ik	xjwij
m̥  ik	xwik
m̥  ik	xwik
m̥  ik	xwik
səәlaʔ	zjo
smtaʔ	zjo
smtaʔ	zjo
səәlok	zjowk
səәlok	zjowk
sqʷar	sjwen
sqʷar	sjwen
swar 	sjwen
qʰar	xjon
qʷʰen	xjwien
qʷʰen	xjwien
qʰon	xjwon
qʷʰar	xjwon
qʷʰar	xjwon
qʷʰar	xjwon
qʷʰˤen	xwen
ɢˤin	hen
Nkʷˤen 	hwen
gʷˤen	hwen
ɢʷˤin	hwen
sɢʷen	zjwen
sɢʷen	zjwen
sɢʷen	zjwen
sarʔ	sjen
sonʔ	sjwen
sorʔ	sjwen
qʷʰar	xjwon
qʷʰarʔ	xjwon
qʷʰarʔ	xjwon
qʷʰarʔ	xjwon
ɢʷˤenʔ	hwen
sonʔ	sjwen
qʷʰˤen	xwen
qʷʰˤin	xwen
sɢʷen	zjwen
sŋat	sje
sŋat	sje
sŋat	sje
qˤruk	aewk
mkˤruk	haewk
mqˤruk	haewk
ɢʷˤit	hwe
sot	sjwe
ŋ̊ awk	xjak
m̥  et	xjwie
m̥  ˤik	xwe
qʰun	xjun
